playerID,Starting Year,Last Year,Full Name,pos,MVP,height,weight,college,birthDate,deathDate,race,Year Inducted,Total GP,Total GS,Total Minutes,Total Points,Total Off. Rebounds,Total Def. Rebounds,Total Rebounds,Total Assists,Total Steals,Total Blocks,Total Turnovers,Total PF,Total FG Attempted,Total FG Made,Total FT Attempted,Total FT Made,Total Three Attempted,Total Three Made,Total FG Points,Total Three Made Points,Total FG %,Total FT %,Total Three %,Years Played,GP per Year,Minutes per Game,Points per Game,O. Rebounds per Game,D. Rebounds per Game,Rebounds per Game,Assists per Game,Steals per Game,Blocks per Game,Turnovers per Game,PF per Game
cervial01,1937,1952,Alfred Nicholas Cervi,G-F,0,71.0,170.0,none,2/12/1917,11/9/2009,W,1985.0,446,0,1267,4447,0,0,304,754,0,0,0,1207,1287,1354,2180,1739,0,0,2708,0,1.052059052059052,0.7977064220183486,,16,27.875,2.8408071748878925,9.97085201793722,0.0,0.0,0.6816143497757847,1.6905829596412556,0.0,0.0,0.0,2.7062780269058297
chambwi01,1959,1972,Wilton Norman Chamberlain,C,4,85.0,250.0,Kansas,8/21/1936,10/12/1999,B,1979.0,1205,0,55418,35026,0,0,27837,5316,0,0,0,2477,26225,14106,13489,6814,0,0,28212,0,0.5378836987607245,0.5051523463562904,,14,86.07142857142857,45.990041493775934,29.067219917012448,0.0,0.0,23.101244813278008,4.411618257261411,0.0,0.0,0.0,2.055601659751037
cousybo01,1950,1969,Robert Joseph Cousy,G,1,73.0,175.0,Holy Cross,8/9/1928,0000-00-00,W,1971.0,1033,0,34292,18978,0,0,5332,7892,0,0,0,2556,18484,6857,6535,5264,0,0,13714,0,0.37096948712399913,0.8055087987758225,,20,51.65,33.19651500484027,18.371732817037753,0.0,0.0,5.161665053242982,7.639883833494675,0.0,0.0,0.0,2.474346563407551
cowenda01,1970,1982,David William Cowens,C-F,1,80.5,225.0,Florida State,10/25/1948,0000-00-00,W,1991.0,855,0,33333,15200,1817,5796,11729,3243,677,544,551,3318,14126,6477,2883,2245,16,1,12954,3,0.458516211241682,0.7787027402011794,0.0625,13,65.76923076923077,38.9859649122807,17.77777777777778,2.1251461988304094,6.778947368421052,13.71812865497076,3.7929824561403507,0.791812865497076,0.6362573099415205,0.6444444444444445,3.880701754385965
cunnibi01,1965,1975,William John Cunningham,F-C,1,77.0,195.0,North Carolina,6/3/1943,0000-00-00,W,1986.0,824,0,28594,17371,524,1850,8495,3497,394,66,564,3053,14518,6550,5851,4255,57,16,13100,48,0.45116407218625154,0.727226115193984,0.2807017543859649,11,74.9090909090909,34.70145631067961,21.08131067961165,0.6359223300970874,2.245145631067961,10.309466019417476,4.243932038834951,0.47815533980582525,0.08009708737864078,0.6844660194174758,3.7050970873786406
danieme01,1967,1976,Melvin Joe Daniels,C,2,81.0,220.0,New Mexico ,7/20/1944,0000-00-00,B,2012.0,748,0,26367,13679,3060,7111,11136,1308,111,382,2203,2742,11633,5412,4315,2852,36,3,10824,9,0.46522823003524455,0.6609501738122827,0.08333333333333333,10,74.8,35.25,18.287433155080215,4.090909090909091,9.506684491978609,14.88770053475936,1.7486631016042782,0.1483957219251337,0.5106951871657754,2.945187165775401,3.665775401069519
dantlad01,1976,1990,Adrian Delano Dantley,F-G,0,77.0,208.0,Notre Dame,2/26/1955,0000-00-00,B,2008.0,1028,0,36666,24735,2356,3494,5850,2999,1013,156,2688,2738,16133,8700,8974,7328,44,7,17400,21,0.5392673402343023,0.8165812346779585,0.1590909090909091,15,68.53333333333333,35.66731517509728,24.061284046692606,2.291828793774319,3.3988326848249026,5.690661478599222,2.917315175097276,0.9854085603112841,0.1517509727626459,2.614785992217899,2.6634241245136185
daviebo01,1945,1954,Robert Edris Davies,G-F,0,73.0,175.0,Seton Hall,1/15/1920,4/22/1990,W,1970.0,636,0,9188,8674,0,0,1058,2412,0,0,0,1976,6575,3031,3447,2612,0,0,6062,0,0.4609885931558935,0.7577603713373948,,10,63.6,14.446540880503145,13.638364779874214,0.0,0.0,1.6635220125786163,3.792452830188679,0.0,0.0,0.0,3.106918238993711
debusda01,1962,1973,David Albert DeBusschere,F-G,0,78.0,220.0,Detroit,10/16/1940,5/14/2003,W,1983.0,971,0,34884,15589,159,697,10773,2750,74,43,0,3128,14772,6356,4125,2877,0,0,12712,0,0.43027349038721907,0.6974545454545454,,12,80.91666666666667,35.92584963954686,16.05458290422245,0.16374871266735325,0.717816683831102,11.094747682801236,2.832131822863028,0.07621009268795056,0.044284243048403706,0.0,3.2214212152420187
drexlcl01,1983,1997,Clyde Austin Drexler,G-F,0,79.0,210.0,Houston,6/22/1962,0000-00-00,B,2004.0,1231,0,43109,25158,2974,4715,7689,7016,2485,827,3374,3771,20081,9411,6813,5368,3092,968,18822,2904,0.46865195956376676,0.7879054748275356,0.3130659767141009,15,82.06666666666666,35.01949634443542,20.437043054427296,2.415922014622258,3.8302193338748984,6.246141348497157,5.699431356620634,2.0186839967506094,0.6718115353371243,2.7408610885458975,3.0633631194151096
dumarjo01,1985,1998,Joe Dumars,G,0,75.0,190.0,McNeese State,5/24/1963,0000-00-00,B,2006.0,1130,0,39236,18153,766,1694,2460,5124,993,89,2289,2053,14424,6640,4535,3830,2740,1043,13280,3129,0.4603438713255685,0.844542447629548,0.38065693430656933,14,80.71428571428571,34.72212389380531,16.064601769911505,0.6778761061946903,1.4991150442477876,2.1769911504424777,4.534513274336283,0.8787610619469026,0.07876106194690266,2.0256637168141594,1.8168141592920355
englial01,1976,1990,Alexander English,F,0,79.0,190.0,South Carolina,1/5/1954,0000-00-00,B,1997.0,1261,0,40490,27274,2944,3965,6909,4644,1114,865,2963,3215,22364,11327,5518,4602,91,18,22654,54,0.5064836344124486,0.8339978252990213,0.1978021978021978,15,84.06666666666666,32.10943695479778,21.628865979381445,2.3346550356859637,3.1443298969072164,5.47898493259318,3.6827914353687548,0.8834258524980174,0.6859635210150674,2.3497224425059478,2.549563838223632
ervinju01,1971,1986,Julius Winfield Erving,F-G-C,4,78.0,200.0,Massachusetts,2/22/1950,0000-00-00,B,1993.0,1432,0,52579,34606,4183,7729,12136,6017,2559,2234,4517,4038,26933,13587,9360,7281,485,151,27174,453,0.504474065273085,0.7778846153846154,0.311340206185567,16,89.5,36.71717877094972,24.166201117318437,2.9210893854748603,5.397346368715084,8.474860335195531,4.201815642458101,1.7870111731843576,1.5600558659217878,3.1543296089385473,2.819832402234637
ewingpa01,1985,2001,Patrick Aloysius Ewing,C-F,0,84.0,240.0,Georgetown,8/5/1962,0000-00-00,B,2008.0,1322,0,45801,27628,3089,9953,13042,2490,1258,3197,3882,4556,21594,10806,8120,5989,148,27,21612,81,0.5004167824395666,0.7375615763546798,0.18243243243243243,17,77.76470588235294,34.645234493192135,20.898638426626324,2.3366111951588504,7.52874432677761,9.86535552193646,1.8835098335854765,0.9515885022692889,2.418305597579425,2.9364599092284416,3.4462934947049924
fraziwa01,1967,1979,Walter Frazier,G,0,76.0,200.0,Southern Illinois,3/29/1945,0000-00-00,B,1987.0,918,0,34918,17508,427,1614,5496,5639,713,67,139,2465,14016,6897,4749,3714,1,0,13794,0,0.4920804794520548,0.7820593809222994,0.0,13,70.61538461538461,38.03703703703704,19.0718954248366,0.4651416122004357,1.7581699346405228,5.9869281045751634,6.142701525054466,0.7766884531590414,0.07298474945533769,0.1514161220043573,2.685185185185185
fulksjo01,1946,1953,Joseph Franklin Fulks,F-C,0,77.0,190.0,Murray State,10/26/1921,3/21/1976,W,1978.0,520,0,4560,8591,0,0,1407,598,0,0,0,1894,10083,3016,3336,2559,0,0,6032,0,0.2991173261926014,0.7670863309352518,,8,65.0,8.76923076923077,16.521153846153847,0.0,0.0,2.705769230769231,1.15,0.0,0.0,0.0,3.6423076923076922
gallaha01,1948,1957,Harry Junior Gallatin,F-C,0,78.0,210.0,NE Missouri State,4/26/1927,0000-00-00,W,1991.0,746,0,17028,9611,0,0,7276,1308,0,0,0,2321,7677,3052,4540,3507,0,0,6104,0,0.397551126742217,0.7724669603524229,,10,74.6,22.82573726541555,12.883378016085791,0.0,0.0,9.753351206434317,1.7533512064343164,0.0,0.0,0.0,3.111260053619303
gervige01,1972,1985,George Gervin,G-F,0,79.0,180.0,Eastern Michigan,4/27/1952,0000-00-00,B,1996.0,1144,0,38789,28818,2020,4161,6181,3038,1367,1129,3161,3544,22299,11227,7432,6237,464,127,22454,381,0.503475492174537,0.8392088266953713,0.27370689655172414,14,81.71428571428571,33.90646853146853,25.19055944055944,1.7657342657342658,3.637237762237762,5.402972027972028,2.6555944055944054,1.19493006993007,0.9868881118881119,2.763111888111888,3.097902097902098
gilmoar01,1971,1987,Artis Gilmore,C,1,86.0,240.0,Jacksonville,9/21/1948,0000-00-00,B,2011.0,1429,0,50764,26709,5169,12322,17597,3282,708,3347,4231,4855,17351,10072,9415,6562,20,3,20144,9,0.580485274623941,0.6969729155602762,0.15,17,84.05882352941177,35.52414275717285,18.690692792162352,3.617214835549335,8.622813156053184,12.314205738278517,2.2967109867039888,0.49545136459062283,2.3421973407977608,2.960811756473058,3.397480755773268
golato01,1955,1965,Thomas Joseph Gola,G-F,0,78.0,205.0,LaSalle,1/13/1933,0000-00-00,W,1976.0,737,0,23999,8303,0,0,5808,3141,0,0,0,2852,7305,3106,2748,2091,0,0,6212,0,0.4251882272416153,0.7609170305676856,,11,67.0,32.563093622795115,11.265943012211668,0.0,0.0,7.880597014925373,4.2618724559023065,0.0,0.0,0.0,3.869742198100407
goodrga01,1965,1978,Gail Charles Goodrich,G,0,73.0,170.0,UCLA,4/23/1943,0000-00-00,W,1996.0,1111,0,36149,20631,460,660,3529,5138,552,73,390,3094,17527,7973,5801,4685,0,0,15946,0,0.45489815712900095,0.8076193759696604,,14,79.35714285714286,32.537353735373536,18.56975697569757,0.414041404140414,0.594059405940594,3.1764176417641763,4.624662466246624,0.49684968496849685,0.06570657065706571,0.35103510351035105,2.784878487848785
greerha01,1958,1972,Harold Everett Greer,G-F,0,74.0,175.0,Marshall,6/26/1936,0000-00-00,B,1982.0,1214,0,43431,23462,0,0,6170,4933,0,0,0,4212,20468,9209,6291,5044,0,0,18418,0,0.449921829196795,0.8017803210936258,,15,80.93333333333334,35.77512355848435,19.32619439868204,0.0,0.0,5.082372322899506,4.063426688632619,0.0,0.0,0.0,3.469522240527183
hagancl01,1956,1969,Clifford Oldham Hagan,F-G,0,76.0,210.0,Kentucky,12/9/1931,0000-00-00,W,1978.0,934,0,27154,16759,47,58,6318,2974,0,0,306,3001,14256,6470,4782,3819,5,0,12940,0,0.4538439955106622,0.7986198243412798,0.0,14,66.71428571428571,29.072805139186297,17.943254817987153,0.05032119914346895,0.06209850107066381,6.764453961456103,3.184154175588865,0.0,0.0,0.32762312633832974,3.2130620985010707
havlijo01,1962,1977,John J. Havlicek,F-G,0,77.0,203.0,Ohio State,4/8/1940,0000-00-00,W,1984.0,1442,0,53331,30171,689,1588,9193,6939,536,133,204,3808,27259,11964,7635,6243,0,0,23928,0,0.4389009134597748,0.8176817288801572,,16,90.125,36.98404993065187,20.923023578363384,0.4778085991678225,1.10124826629681,6.375173370319001,4.812066574202497,0.37170596393897365,0.09223300970873786,0.14147018030513175,2.6407766990291264
hawkico01,1961,1975,Cornelius L. Hawkins,F-C,1,80.0,201.0,Iowa  (dnp),7/17/1942,0000-00-00,B,1992.0,744,0,27738,14986,881,1846,7105,2933,251,151,422,2305,11118,5372,5440,4232,45,10,10744,30,0.4831804281345566,0.7779411764705882,0.2222222222222222,15,49.6,37.28225806451613,20.142473118279568,1.1841397849462365,2.4811827956989245,9.549731182795698,3.942204301075269,0.33736559139784944,0.20295698924731181,0.5672043010752689,3.0981182795698925
hayesel01,1968,1983,Elvin Ernest Hayes,F-C,0,81.0,235.0,Houston,11/17/1945,0000-00-00,B,1990.0,1399,0,54160,29507,3114,7741,17523,2583,961,1993,1482,4571,26173,11859,8655,5784,34,5,23718,15,0.4531005234401865,0.6682842287694974,0.14705882352941177,16,87.4375,38.71336669049321,21.091493924231592,2.2258756254467476,5.533238027162259,12.525375268048606,1.8463187991422445,0.6869192280200143,1.424588992137241,1.0593280914939243,3.267333809864189
heinsto01,1956,1964,Thomas William Heinsohn,F-C,0,79.0,218.0,Holy Cross,8/26/1934,0000-00-00,W,1986.0,758,0,22477,14249,0,0,6703,1533,0,0,0,2871,13812,5591,3921,3067,0,0,11182,0,0.4047929336808572,0.7821984187707217,,9,84.22222222222223,29.653034300791557,18.798153034300793,0.0,0.0,8.843007915567282,2.0224274406332454,0.0,0.0,0.0,3.787598944591029
houbrbo01,1953,1957,Robert J. Houbregs,C-F,0,79.0,210.0,Washington,3/12/1932,0000-00-00,W,1987.0,170,0,3897,1780,0,0,1015,327,0,0,0,356,1455,616,752,548,0,0,1232,0,0.4233676975945017,0.7287234042553191,,5,34.0,22.923529411764704,10.470588235294118,0.0,0.0,5.970588235294118,1.923529411764706,0.0,0.0,0.0,2.0941176470588236
howelba01,1959,1970,Bailey E. Howell,F,0,79.0,210.0,Mississippi State,1/20/1937,0000-00-00,W,1997.0,1037,0,33349,19171,0,0,10080,1983,0,0,0,3874,14750,7057,6657,5057,0,0,14114,0,0.4784406779661017,0.7596514946672676,,12,86.41666666666667,32.15911282545805,18.48698167791707,0.0,0.0,9.720347155255546,1.9122468659594984,0.0,0.0,0.0,3.7357762777242045
isselda01,1970,1984,Daniel Paul Issel,C-F,0,80.5,235.0,Kentucky,10/25/1948,0000-00-00,W,1993.0,1351,0,46506,30416,4063,8271,12388,3188,1018,582,2787,3969,23257,11577,9092,7230,146,32,23154,96,0.4977856129337404,0.7952045754509459,0.2191780821917808,15,90.06666666666666,34.42339008142117,22.513693560325684,3.0074019245003702,6.122131754256107,9.169504071058475,2.3597335307179867,0.7535159141376758,0.4307920059215396,2.062916358253146,2.937823834196891
jeannbu01,1938,1949,Harry Edward Jeannette,G,0,71.0,175.0,Washington & Jefferson,9/15/1917,3/11/1998,W,1994.0,341,0,0,2632,0,0,0,304,0,0,0,804,851,818,1145,996,0,0,1636,0,0.9612220916568742,0.8698689956331878,,12,28.416666666666668,0.0,7.718475073313783,0.0,0.0,0.0,0.8914956011730205,0.0,0.0,0.0,2.3577712609970676
johnsde01,1976,1989,Dennis Wayne Johnson,G,0,76.0,185.0,Pepperdine,9/18/1954,2/22/2007,B,2010.0,1280,0,42958,18651,1721,3309,5030,6505,1724,788,2928,3662,15761,6999,5697,4547,573,106,13998,318,0.4440708076898674,0.7981393715990872,0.1849912739965096,14,91.42857142857143,33.5609375,14.57109375,1.34453125,2.58515625,3.9296875,5.08203125,1.346875,0.615625,2.2875,2.8609375
johnsgu01,1963,1972,Gus Johnson,F-C,0,77.5,230.0,Idaho,12/13/1935,4/29/1987,B,2010.0,683,0,22202,10737,108,206,8023,1694,0,0,88,2287,10187,4450,2607,1833,21,4,8900,12,0.4368312555217434,0.7031070195627158,0.19047619047619047,10,68.3,32.50658857979502,15.720351390922401,0.1581259150805271,0.30161054172767204,11.74670571010249,2.480234260614934,0.0,0.0,0.12884333821376281,3.348462664714495
johnsma02,1979,1995,Earvin Johnson,G-F,3,80.0,215.0,Michigan State,8/14/1959,0000-00-00,B,2002.0,1096,0,40783,21408,1950,6074,8024,12487,2082,438,4202,2574,14503,7502,7124,6028,1286,376,15004,1128,0.5172722884920361,0.8461538461538461,0.29237947122861585,17,64.47058823529412,37.21076642335766,19.532846715328468,1.7791970802919708,5.541970802919708,7.321167883211679,11.393248175182482,1.8996350364963503,0.39963503649635035,3.8339416058394162,2.3485401459854014
johnsne01,1951,1961,Donald Neil Johnston,C,0,80.0,210.0,Ohio State,2/4/1929,9/28/1978,W,1990.0,544,0,19106,10416,0,0,6131,1354,0,0,0,1774,7783,3440,4610,3535,1,1,6880,3,0.4419889502762431,0.7668112798264642,1.0,11,49.45454545454545,35.12132352941177,19.147058823529413,0.0,0.0,11.270220588235293,2.488970588235294,0.0,0.0,0.0,3.261029411764706
joneskc01,1958,1966,K.C. Jones,G,0,73.0,200.0,San Francisco,5/25/1932,0000-00-00,B,1989.0,781,0,19995,5679,0,0,2719,3304,0,0,0,2151,5617,2160,2083,1359,0,0,4320,0,0.3845469111625423,0.6524243879020644,,9,86.77777777777777,25.60179257362356,7.271446862996159,0.0,0.0,3.4814340588988477,4.230473751600512,0.0,0.0,0.0,2.75416133162612
jonessa01,1957,1968,Samuel Jones,G-F,0,76.0,198.0,North Carolina College,6/24/1933,0000-00-00,B,1984.0,1025,0,28939,18320,0,0,5025,2567,0,0,0,2130,16317,7420,4325,3480,0,0,14840,0,0.4547404547404547,0.8046242774566474,,12,85.41666666666667,28.233170731707318,17.87317073170732,0.0,0.0,4.902439024390244,2.504390243902439,0.0,0.0,0.0,2.078048780487805
jordami01,1984,2002,Michael Jeffrey Jordan,G-F,5,78.0,195.0,North Carolina,2/17/1963,0000-00-00,B,2009.0,1251,0,48487,38279,1973,5851,7824,6655,2890,1051,3470,3324,29034,14380,10538,8790,2224,729,28760,2187,0.4952813942274575,0.834124122224331,0.3277877697841727,19,65.84210526315789,38.7585931254996,30.598721023181454,1.577138289368505,4.677058353317346,6.2541966426858515,5.319744204636291,2.3101518784972024,0.8401278976818545,2.773780975219824,2.657074340527578
laniebo01,1970,1983,Robert Jerry Lanier,C,0,82.0,250.0,St. Bonaventure,9/10/1948,0000-00-00,B,1992.0,1026,0,34464,20496,2022,5319,10343,3242,839,1199,1217,3281,16027,8271,5155,3952,14,2,16542,6,0.5160666375491358,0.7666343355965083,0.14285714285714285,14,73.28571428571429,33.590643274853804,19.976608187134502,1.9707602339181287,5.184210526315789,10.080896686159845,3.159844054580897,0.817738791423002,1.168615984405458,1.1861598440545809,3.1978557504873293
lovelcl01,1953,1963,Clyde Edward Lovellette,C-F,0,81.0,230.0,Kansas,9/7/1929,0000-00-00,W,1988.0,773,0,20717,12910,0,0,7220,1254,0,0,0,2521,11687,5155,3464,2600,0,0,10310,0,0.4410883888080773,0.7505773672055427,,11,70.27272727272727,26.80077619663648,16.701164294954722,0.0,0.0,9.340232858990944,1.6222509702457957,0.0,0.0,0.0,3.261319534282018
lucasje01,1963,1973,Jerry Ray Lucas,F-C,0,80.0,230.0,Ohio State,3/30/1940,0000-00-00,W,1980.0,901,0,34501,14949,68,328,13659,2946,32,24,0,2584,12227,6076,3571,2797,0,0,12152,0,0.49693301709331805,0.7832539904788575,,11,81.9090909090909,38.29189789123196,16.591564927857934,0.07547169811320754,0.36403995560488345,15.159822419533851,3.269700332963374,0.03551609322974473,0.026637069922308545,0.0,2.8679245283018866
macaued01,1949,1958,Charles Edward Macauley,C-F,0,80.0,185.0,St. Louis,3/22/1928,11/8/2011,W,1960.0,688,0,19485,11882,0,0,4646,2217,0,0,0,1808,9088,3960,5220,3962,0,0,7920,0,0.4357394366197183,0.7590038314176245,,10,68.8,28.32122093023256,17.2703488372093,0.0,0.0,6.752906976744186,3.2223837209302326,0.0,0.0,0.0,2.627906976744186
malonka01,1985,2003,Karl Anthony Malone,F-C,2,81.0,250.0,Louisiana Tech,7/24/1963,0000-00-00,B,2010.0,1669,0,62759,41689,4064,12966,17030,5858,2343,1280,5074,5238,29978,15271,14913,11056,347,91,30542,273,0.5094068983921543,0.7413665929055187,0.2622478386167147,19,87.84210526315789,37.60275614140204,24.97843019772319,2.4349910125823846,7.768723786698622,10.203714799281007,3.5098861593768724,1.4038346315158778,0.7669263031755542,3.0401437986818456,3.138406231276213
malonmo01,1974,1994,Moses Eugene Malone,C-F,3,82.0,215.0,none,3/23/1955,0000-00-00,B,2001.0,1555,0,53475,31793,7939,11295,19234,2081,1283,2049,4492,3742,22396,11078,12671,9628,90,9,22156,27,0.4946419003393463,0.7598453160760792,0.1,21,74.04761904761905,34.38906752411575,20.445659163987138,5.105466237942122,7.263665594855305,12.369131832797427,1.3382636655948552,0.82508038585209,1.317684887459807,2.8887459807073954,2.4064308681672024
maravpe01,1970,1979,Peter Press Maravich,G,0,77.0,197.0,Louisiana State,6/22/1947,1/5/1988,W,1987.0,684,0,25072,16435,426,1429,2842,3661,590,108,539,1939,14474,6377,4478,3669,21,12,12754,36,0.44058311455022797,0.8193389906208128,0.5714285714285714,10,68.4,36.654970760233915,24.02777777777778,0.6228070175438597,2.0891812865497075,4.154970760233918,5.35233918128655,0.8625730994152047,0.15789473684210525,0.7880116959064327,2.834795321637427
martisl01,1949,1959,Slater Nelson Martin,G,0,70.0,170.0,Texas,10/22/1925,0000-00-00,W,1982.0,771,0,22364,7543,0,0,2284,3245,0,0,0,2387,7355,2692,2871,2159,0,0,5384,0,0.36600951733514614,0.7520027864855451,,11,70.0909090909091,29.006485084306096,9.783398184176395,0.0,0.0,2.9623865110246435,4.208819714656291,0.0,0.0,0.0,3.0959792477302206
mcadobo01,1972,1985,Robert Allen McAdoo,C-F,1,81.0,210.0,North Carolina,9/25/1951,0000-00-00,B,2000.0,946,0,31041,20505,1998,6033,8759,2078,823,1298,1364,3044,16174,8118,5671,4264,45,5,16236,15,0.5019166563620626,0.751895609239993,0.1111111111111111,14,67.57142857142857,32.81289640591966,21.675475687103596,2.112050739957717,6.37737843551797,9.258985200845666,2.1966173361522197,0.8699788583509513,1.372093023255814,1.441860465116279,3.2177589852008457
mcderbo01,1941,1950,Robert Frederick McDermott,G,0,71.0,180.0,none,1/7/1914,10/14/1963,W,1988.0,345,0,0,4256,0,0,0,0,0,0,0,412,0,1725,987,767,0,0,3450,0,inf,0.7771023302938197,,10,34.5,0.0,12.336231884057971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1942028985507247
mcguidi01,1949,1959,Richard Joseph McGuire,G,0,72.0,180.0,St. John's (NY),1/25/1926,2/3/2010,W,1993.0,801,0,18606,6442,0,0,3068,4555,0,0,0,1873,5696,2227,3111,1988,0,0,4454,0,0.3909761235955056,0.6390228222436516,,11,72.81818181818181,23.228464419475657,8.042446941323346,0.0,0.0,3.8302122347066168,5.686641697877653,0.0,0.0,0.0,2.33832709113608
mchalke01,1980,1992,Kevin Edward McHale,F-C,0,82.0,210.0,Minnesota,12/19/1957,0000-00-00,W,1999.0,1140,0,35834,20517,2814,5561,8375,1944,409,1971,2219,3329,14479,8034,5526,4400,178,49,16068,147,0.5548725740727951,0.7962359753890699,0.2752808988764045,13,87.6923076923077,31.433333333333334,17.99736842105263,2.468421052631579,4.878070175438596,7.3464912280701755,1.7052631578947368,0.3587719298245614,1.7289473684210526,1.9464912280701754,2.920175438596491
