playerID,Starting Year,Last Year,Full Name,pos,MVP,height,weight,college,birthDate,deathDate,race,Year Inducted,Total GP,Total GS,Total Minutes,Total Points,Total Off. Rebounds,Total Def. Rebounds,Total Rebounds,Total Assists,Total Steals,Total Blocks,Total Turnovers,Total PF,Total FG Attempted,Total FG Made,Total FT Attempted,Total FT Made,Total Three Attempted,Total Three Made,Total FG Points,Total Three Made Points,Total FG %,Total FT %,Total Three %,Years Played,GP per Year,Minutes per Game,Points per Game,O. Rebounds per Game,D. Rebounds per Game,Rebounds per Game,Assists per Game,Steals per Game,Blocks per Game,Turnovers per Game,PF per Game
adamsha01,2006,2008,Hassan Olawale Adams,G,0,76.0,220.0,Arizona,6/20/1984,0000-00-00,B,,78,0,557,187,36,49,85,14,18,5,26,54,150,80,42,27,1,0,160,0,0.5333333333333333,0.6428571428571429,0.0,3,26.0,7.141025641025641,2.3974358974358974,0.46153846153846156,0.6282051282051282,1.0897435897435896,0.1794871794871795,0.23076923076923078,0.0641025641025641,0.3333333333333333,0.6923076923076923
adamsmi01,1985,1995,Michael Adams,G,0,70.0,162.0,Boston College,1/19/1963,0000-00-00,B,,673,0,21125,9877,430,1537,1967,4312,1113,69,1446,1234,8079,3342,2603,2209,2964,984,6684,2952,0.4136650575566283,0.8486361890126777,0.3319838056680162,11,61.18181818181818,31.38930163447251,14.676077265973253,0.6389301634472511,2.2838038632986626,2.9227340267459136,6.407132243684993,1.6537890044576522,0.1025260029717682,2.148588410104012,1.8335809806835066
addisra01,1986,1996,Rafael Addison,F-G,0,79.0,215.0,Syracuse,7/22/1964,0000-00-00,B,,385,0,5759,2208,265,521,786,345,151,83,281,674,2075,929,362,280,247,70,1858,210,0.447710843373494,0.7734806629834254,0.2834008097165992,11,35.0,14.958441558441558,5.735064935064935,0.6883116883116883,1.3532467532467531,2.0415584415584416,0.8961038961038961,0.3922077922077922,0.21558441558441557,0.7298701298701299,1.7506493506493506
adrieje01,2010,2011,Jeff Adrien,F,0,79.0,243.0,Connecticut,2/10/1986,0000-00-00,B,,31,0,259,78,28,52,80,11,4,7,11,41,70,30,31,18,0,0,60,0,0.42857142857142855,0.5806451612903226,,2,15.5,8.35483870967742,2.5161290322580645,0.9032258064516129,1.6774193548387097,2.5806451612903225,0.3548387096774194,0.12903225806451613,0.22580645161290322,0.3548387096774194,1.3225806451612903
afflaar01,2007,2011,Arron Agustin Afflalo,G,0,77.0,215.0,UCLA,10/15/1985,0000-00-00,B,,394,147,9435,3377,217,808,1025,591,185,101,327,798,2631,1222,705,564,931,369,2444,1107,0.4644621816799696,0.8,0.3963480128893663,5,78.8,23.946700507614214,8.571065989847716,0.550761421319797,2.050761421319797,2.6015228426395938,1.5,0.46954314720812185,0.2563451776649746,0.8299492385786802,2.0253807106598987
agerma01,2006,2010,Maurice Darnell Ager,G,0,77.0,202.0,Michigan State,2/9/1984,0000-00-00,B,,85,0,527,184,9,40,49,19,6,6,29,68,198,69,59,33,47,13,138,39,0.3484848484848485,0.559322033898305,0.2765957446808511,5,17.0,6.2,2.164705882352941,0.10588235294117647,0.47058823529411764,0.5764705882352941,0.2235294117647059,0.07058823529411765,0.07058823529411765,0.3411764705882353,0.8
aguirma01,1981,1993,Mark Anthony Aguirre,F-G,0,78.0,232.0,DePaul,12/10/1959,0000-00-00,B,,1025,0,30688,20205,1885,3230,5115,3135,759,318,2504,2879,16300,7897,5361,3974,1400,437,15794,1311,0.484478527607362,0.7412796120126842,0.31214285714285717,13,78.84615384615384,29.939512195121953,19.71219512195122,1.8390243902439025,3.151219512195122,4.990243902439024,3.0585365853658537,0.7404878048780488,0.3102439024390244,2.4429268292682926,2.808780487804878
ahearbl01,2007,2011,Daniel Blake Ahearn,G,0,74.0,190.0,SW Missouri State,5/27/1984,0000-00-00,W,,20,0,215,88,0,18,18,20,7,0,23,23,73,22,31,30,42,14,44,42,0.3013698630136986,0.967741935483871,0.3333333333333333,5,4.0,10.75,4.4,0.0,0.9,0.9,1.0,0.35,0.0,1.15,1.15
aingeda01,1981,1994,Daniel Ray Ainge,G-F,0,76.0,175.0,Brigham Young,3/17/1959,0000-00-00,W,,1235,0,32793,13866,815,2396,3211,4855,1305,150,1823,3082,11476,5360,2337,1972,3083,1174,10720,3522,0.4670616939700244,0.8438168592212237,0.3807979240999027,14,88.21428571428571,26.553036437246963,11.22753036437247,0.659919028340081,1.940080971659919,2.6,3.931174089068826,1.05668016194332,0.1214574898785425,1.4761133603238867,2.4955465587044534
ajincal01,2008,2010,Alexis Ajinca,C,0,84.0,220.0,none,5/6/1988,0000-00-00,B,,71,2,551,223,27,85,112,13,19,26,32,112,212,89,47,33,36,12,178,36,0.419811320754717,0.7021276595744681,0.3333333333333333,3,23.666666666666668,7.76056338028169,3.140845070422535,0.38028169014084506,1.1971830985915493,1.5774647887323943,0.18309859154929578,0.2676056338028169,0.36619718309859156,0.4507042253521127,1.5774647887323943
alabiso01,2010,2011,Makafan Solomon Alabi,C,0,85.0,251.0,Florida State,3/21/1988,0000-00-00,B,,26,0,181,39,22,39,61,5,4,11,8,16,51,16,10,7,0,0,32,0,0.3137254901960784,0.7,,2,13.0,6.961538461538462,1.5,0.8461538461538461,1.5,2.3461538461538463,0.19230769230769232,0.15384615384615385,0.4230769230769231,0.3076923076923077,0.6153846153846154
alarima01,1986,1990,Mark Steven Alarie,F,0,80.0,217.0,Duke,12/11/1963,0000-00-00,W,,329,0,5545,2455,438,688,1126,364,134,111,313,721,2201,1047,420,326,137,35,2094,105,0.4756928668786915,0.7761904761904762,0.25547445255474455,5,65.8,16.854103343465045,7.462006079027356,1.331306990881459,2.0911854103343464,3.4224924012158056,1.1063829787234043,0.4072948328267477,0.3373860182370821,0.9513677811550152,2.1914893617021276
aldrico01,2010,2011,Cole David Aldrich,C,0,83.0,245.0,Kansas,10/31/1988,0000-00-00,W,,49,0,339,85,31,65,96,7,13,23,17,55,66,34,22,17,0,0,68,0,0.5151515151515151,0.7727272727272727,,2,24.5,6.918367346938775,1.7346938775510203,0.6326530612244898,1.3265306122448979,1.9591836734693877,0.14285714285714285,0.2653061224489796,0.46938775510204084,0.3469387755102041,1.1224489795918366
aldrila01,2006,2011,LaMarcus Nurae Aldridge,F,0,83.0,240.0,Texas,7/19/1985,0000-00-00,B,,452,154,15901,8094,1251,2143,3394,796,372,462,688,1288,6722,3316,1857,1441,93,21,6632,63,0.49330556382029156,0.7759827679052235,0.22580645161290322,6,75.33333333333333,35.17920353982301,17.9070796460177,2.767699115044248,4.741150442477876,7.508849557522124,1.761061946902655,0.8230088495575221,1.0221238938053097,1.5221238938053097,2.849557522123894
aleksch01,1984,1984,Charles Aleksinas,C,0,83.0,260.0,Connecticut,2/26/1959,0000-00-00,W,,74,0,1114,377,87,183,270,36,15,15,72,171,337,161,75,55,1,0,322,0,0.47774480712166173,0.7333333333333333,0.0,1,74.0,15.054054054054054,5.094594594594595,1.1756756756756757,2.472972972972973,3.6486486486486487,0.4864864864864865,0.20270270270270271,0.20270270270270271,0.972972972972973,2.310810810810811
alexaco01,1995,2004,Cory Lynn Alexander,G,0,73.0,185.0,Virginia,6/22/1973,0000-00-00,B,,316,0,4917,1703,82,408,490,843,265,37,473,522,1532,597,359,271,674,238,1194,714,0.389686684073107,0.754874651810585,0.35311572700296734,10,31.6,15.560126582278482,5.389240506329114,0.25949367088607594,1.2911392405063291,1.5506329113924051,2.6677215189873418,0.8386075949367089,0.11708860759493671,1.4968354430379747,1.6518987341772151
alexaco02,2000,2002,Courtney Jason Alexander,G,0,77.0,205.0,Fresno State,4/27/1977,0000-00-00,B,,192,0,4106,1708,126,287,413,228,113,18,204,383,1568,662,421,342,122,42,1324,126,0.4221938775510204,0.8123515439429929,0.3442622950819672,3,64.0,21.385416666666668,8.895833333333334,0.65625,1.4947916666666667,2.1510416666666665,1.1875,0.5885416666666666,0.09375,1.0625,1.9947916666666667
alexaga01,1993,1993,Gary R. Alexander,F,0,79.0,240.0,Jacksonville,11/1/1969,0000-00-00,B,,11,0,55,19,7,8,15,2,3,0,8,10,14,8,9,3,0,0,16,0,0.5714285714285714,0.3333333333333333,,1,11.0,5.0,1.7272727272727273,0.6363636363636364,0.7272727272727273,1.3636363636363635,0.18181818181818182,0.2727272727272727,0.0,0.7272727272727273,0.9090909090909091
alexajo01,2008,2009,Joe Anthony Alexander,F,0,80.0,230.0,West Virginia,12/26/1986,0000-00-00,W,,67,0,746,282,46,74,120,44,16,30,52,116,251,103,86,60,47,16,206,48,0.4103585657370518,0.6976744186046512,0.3404255319148936,2,33.5,11.134328358208956,4.208955223880597,0.6865671641791045,1.1044776119402986,1.791044776119403,0.6567164179104478,0.23880597014925373,0.44776119402985076,0.7761194029850746,1.7313432835820894
alexavi01,1991,2001,Victor Joe Alexander,C-F,0,81.0,265.0,Iowa State,8/31/1969,0000-00-00,B,,291,0,5782,2549,447,944,1391,258,137,177,380,721,2132,1104,509,323,63,18,2208,54,0.5178236397748592,0.6345776031434185,0.2857142857142857,11,26.454545454545453,19.869415807560138,8.759450171821307,1.5360824742268042,3.2439862542955327,4.780068728522337,0.8865979381443299,0.47079037800687284,0.6082474226804123,1.3058419243986255,2.47766323024055
alforst01,1987,1990,Stephen Todd Alford,G,0,74.0,183.0,Indiana,11/23/1964,0000-00-00,W,,182,0,1747,798,29,124,153,191,88,10,94,124,682,311,155,135,125,41,622,123,0.4560117302052786,0.8709677419354839,0.328,4,45.5,9.598901098901099,4.384615384615385,0.15934065934065933,0.6813186813186813,0.8406593406593407,1.0494505494505495,0.4835164835164835,0.054945054945054944,0.5164835164835165,0.6813186813186813
allenje01,1995,1996,Jerome Byron Allen,G,0,76.0,184.0,Pennsylvania,1/28/1973,0000-00-00,B,,117,0,1305,336,30,93,123,201,52,9,103,126,326,114,108,68,126,40,228,120,0.3496932515337423,0.6296296296296297,0.31746031746031744,2,58.5,11.153846153846153,2.871794871794872,0.2564102564102564,0.7948717948717948,1.0512820512820513,1.7179487179487178,0.4444444444444444,0.07692307692307693,0.8803418803418803,1.0769230769230769
allenla01,2011,2011,Lavoy Allen,F,0,81.0,225.0,Temple,2/4/1989,0000-00-00,B,,53,16,860,244,68,162,230,37,23,29,25,103,228,113,26,18,0,0,226,0,0.4956140350877193,0.6923076923076923,,1,53.0,16.22641509433962,4.60377358490566,1.2830188679245282,3.056603773584906,4.339622641509434,0.6981132075471698,0.4339622641509434,0.5471698113207547,0.4716981132075472,1.9433962264150944
allenma01,2001,2010,Malik Allen,F,0,82.0,255.0,Villanova,6/27/1978,0000-00-00,B,,507,0,7588,2417,489,923,1412,240,136,236,337,949,2458,1077,337,260,17,3,2154,9,0.43816110659072416,0.771513353115727,0.17647058823529413,10,50.7,14.966469428007889,4.767258382642998,0.9644970414201184,1.8205128205128205,2.785009861932939,0.47337278106508873,0.2682445759368836,0.46548323471400394,0.6646942800788954,1.8717948717948718
allenra01,1988,1989,James Randall Allen,F,0,80.0,220.0,Florida State,1/26/1965,0000-00-00,W,,70,0,789,252,52,93,145,23,17,20,30,109,258,114,45,24,8,0,228,0,0.4418604651162791,0.5333333333333333,0.0,2,35.0,11.271428571428572,3.6,0.7428571428571429,1.3285714285714285,2.0714285714285716,0.32857142857142857,0.24285714285714285,0.2857142857142857,0.42857142857142855,1.5571428571428572
allenra02,1996,2011,Walter Ray Allen,G,0,77.0,205.0,Connecticut,7/20/1975,0000-00-00,B,,1276,179,47329,25271,1279,4088,5367,4471,1468,255,2745,2933,19542,8830,5130,4580,7566,3031,17660,9093,0.45184730324429434,0.8927875243664717,0.4006079830822099,16,79.75,37.091692789968654,19.80485893416928,1.0023510971786833,3.2037617554858935,4.206112852664577,3.5039184952978055,1.1504702194357366,0.19984326018808776,2.1512539184952977,2.29858934169279
allento01,2004,2011,Anthony Allen,G,0,76.0,213.0,Oklahoma State,1/11/1982,0000-00-00,B,,542,108,10343,3966,470,954,1424,672,650,222,715,1195,3071,1471,1293,956,254,68,2942,204,0.47899706935851516,0.7393658159319412,0.2677165354330709,8,67.75,19.083025830258304,7.317343173431734,0.8671586715867159,1.7601476014760147,2.6273062730627306,1.2398523985239853,1.1992619926199262,0.4095940959409594,1.3191881918819188,2.2047970479704797
allenwi01,1971,1971,Willie Allen,F,0,78.0,230.0,Miami (FL),2/8/1949,0000-00-00,B,,7,0,30,13,4,10,14,4,0,0,6,11,13,4,6,5,0,0,8,0,0.3076923076923077,0.8333333333333334,,1,7.0,4.285714285714286,1.8571428571428572,0.5714285714285714,1.4285714285714286,2.0,0.5714285714285714,0.0,0.0,0.8571428571428571,1.5714285714285714
allisod01,1971,1971,Odis Allison,F,0,78.0,195.0,UNLV,10/2/1949,0000-00-00,B,,36,0,166,67,0,0,45,10,0,0,0,34,78,17,61,33,0,0,34,0,0.21794871794871795,0.5409836065573771,,1,36.0,4.611111111111111,1.8611111111111112,0.0,0.0,1.25,0.2777777777777778,0.0,0.0,0.0,0.9444444444444444
allrela01,2007,2007,Lance Collin Allred,C,0,83.0,250.0,Weber State,2/2/1981,0000-00-00,W,,3,0,10,3,0,1,1,0,0,0,0,1,4,1,2,1,0,0,2,0,0.25,0.5,,1,3.0,3.3333333333333335,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
allumda01,1980,1980,Darrell Wilbert Allums,F,0,80.5,220.0,UCLA,9/12/1958,0000-00-00,B,,22,0,276,59,19,46,65,25,5,8,23,51,67,23,22,13,1,0,46,0,0.34328358208955223,0.5909090909090909,0.0,1,22.0,12.545454545454545,2.6818181818181817,0.8636363636363636,2.090909090909091,2.9545454545454546,1.1363636363636365,0.22727272727272727,0.36363636363636365,1.0454545454545454,2.3181818181818183
almonmo01,2007,2011,Morris Almond,G,0,78.0,215.0,Rice,2/2/1985,0000-00-00,B,,38,0,364,119,10,36,46,12,12,4,19,42,113,43,35,26,24,7,86,21,0.3805309734513274,0.7428571428571429,0.2916666666666667,5,7.6,9.578947368421053,3.1315789473684212,0.2631578947368421,0.9473684210526315,1.2105263157894737,0.3157894736842105,0.3157894736842105,0.10526315789473684,0.5,1.105263157894737
alstode01,1994,1996,Derrick Samuel Alston,F,0,83.0,225.0,Duquesne,8/20/1972,0000-00-00,B,,139,0,2657,751,228,297,525,94,95,87,112,298,650,318,234,114,7,1,636,3,0.48923076923076925,0.48717948717948717,0.14285714285714285,3,46.333333333333336,19.115107913669064,5.402877697841727,1.6402877697841727,2.1366906474820144,3.776978417266187,0.6762589928057554,0.6834532374100719,0.6258992805755396,0.8057553956834532,2.143884892086331
alstora01,1999,2009,Rafer Jamel Alston,G,0,74.0,171.0,Fresno State,7/24/1976,0000-00-00,B,,727,23,20885,7304,262,1768,2030,3373,869,113,1271,1513,6887,2631,1327,971,3056,1071,5262,3213,0.3820241033831857,0.73172569706104,0.3504581151832461,11,66.0909090909091,28.72764786795048,10.046767537826685,0.3603851444291609,2.4319119669876206,2.792297111416781,4.639614855570839,1.1953232462173315,0.15543328748280605,1.7482806052269602,2.0811554332874826
alumape01,1998,1998,Peter Aluma,C,0,82.0,260.0,Liberty,4/23/1973,0000-00-00,B,,2,0,5,2,1,1,2,0,1,1,2,4,2,1,0,0,0,0,2,0,0.5,,,1,2.0,2.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,2.0
amaecjo01,1995,2002,John Ekwugha Amaechi,C-F,0,81.0,270.0,Penn State,11/26/1970,0000-00-00,B,,301,0,4858,1850,231,545,776,231,93,96,386,505,1659,667,768,515,13,1,1334,3,0.40204942736588306,0.6705729166666666,0.07692307692307693,8,37.625,16.13953488372093,6.146179401993355,0.7674418604651163,1.8106312292358804,2.5780730897009967,0.7674418604651163,0.3089700996677741,0.31893687707641194,1.282392026578073,1.6777408637873754
amayaas01,1995,1996,Ashraf Amaya,F,0,79.0,230.0,Southern Illinois,11/23/1971,0000-00-00,B,,85,0,1248,379,133,222,355,36,29,13,67,180,292,133,177,112,2,1,266,3,0.4554794520547945,0.632768361581921,0.5,2,42.5,14.68235294117647,4.458823529411765,1.5647058823529412,2.611764705882353,4.176470588235294,0.4235294117647059,0.3411764705882353,0.15294117647058825,0.788235294117647,2.1176470588235294
aminual01,2010,2011,Al-Farouq Aminu,F,0,81.0,215.0,Wake Forest,9/21/1990,0000-00-00,B,,147,35,2929,856,170,405,575,126,118,59,194,257,771,310,233,178,190,58,620,174,0.40207522697795073,0.7639484978540773,0.30526315789473685,2,73.5,19.92517006802721,5.8231292517006805,1.1564625850340136,2.7551020408163267,3.9115646258503403,0.8571428571428571,0.8027210884353742,0.4013605442176871,1.3197278911564625,1.748299319727891
amundlo01,2006,2011,Louis Gabriel Amundson,F,0,81.0,225.0,UNLV,12/7/1982,0000-00-00,W,,317,7,4102,1218,492,657,1149,94,107,236,199,612,1010,505,458,208,2,0,1010,0,0.5,0.45414847161572053,0.0,6,52.833333333333336,12.94006309148265,3.8422712933753944,1.5520504731861198,2.0725552050473186,3.6246056782334386,0.29652996845425866,0.33753943217665616,0.7444794952681388,0.6277602523659306,1.9305993690851735
anderal01,2005,2011,Alan Jeffery Anderson,G-F,0,78.0,220.0,Michigan State,10/16/1982,0000-00-00,B,,70,12,1281,468,42,94,136,79,23,7,79,117,404,167,98,81,139,53,334,159,0.41336633663366334,0.826530612244898,0.381294964028777,7,10.0,18.3,6.685714285714286,0.6,1.3428571428571427,1.9428571428571428,1.1285714285714286,0.32857142857142857,0.1,1.1285714285714286,1.6714285714285715
anderan02,2009,2009,Antonio Andres Anderson,G,0,78.0,215.0,Memphis ,6/5/1985,0000-00-00,B,,1,0,15,2,1,0,1,0,0,0,1,1,3,1,0,0,0,0,2,0,0.3333333333333333,,,1,1.0,15.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
anderch01,2001,2011,Chris Andersen,F-C,0,82.0,220.0,Blinn CC,7/7/1978,0000-00-00,W,,513,1,9156,2772,916,1748,2664,256,228,816,399,1021,1904,974,1278,822,24,2,1948,6,0.5115546218487395,0.6431924882629108,0.08333333333333333,11,46.63636363636363,17.84795321637427,5.4035087719298245,1.7855750487329434,3.4074074074074074,5.192982456140351,0.49902534113060426,0.4444444444444444,1.590643274853801,0.7777777777777778,1.9902534113060428
anderda02,1974,1975,Daniel Edward Anderson,G,0,74.0,185.0,USC,1/1/1951,0000-00-00,W,,95,0,1067,347,23,68,91,166,36,3,0,102,286,135,91,77,0,0,270,0,0.47202797202797203,0.8461538461538461,,2,47.5,11.23157894736842,3.6526315789473682,0.24210526315789474,0.7157894736842105,0.9578947368421052,1.7473684210526317,0.37894736842105264,0.031578947368421054,0.0,1.0736842105263158
anderda03,2009,2010,David Emil Andersen,C,0,83.0,245.0,Australian Institute of Sport,6/23/1980,0000-00-00,W,,103,0,1264,501,74,218,292,57,20,21,59,159,461,203,89,60,101,35,406,105,0.4403470715835141,0.6741573033707865,0.3465346534653465,2,51.5,12.271844660194175,4.864077669902913,0.7184466019417476,2.116504854368932,2.8349514563106797,0.5533980582524272,0.1941747572815534,0.20388349514563106,0.5728155339805825,1.5436893203883495
anderde01,1997,2007,Derek Lamont Anderson,G,0,76.0,194.0,Kentucky,7/18/1974,0000-00-00,B,,639,0,18432,7524,447,1586,2033,2123,703,88,1089,1265,6059,2465,2272,1936,1934,658,4930,1974,0.4068328106948341,0.852112676056338,0.34022750775594623,11,58.09090909090909,28.845070422535212,11.774647887323944,0.6995305164319249,2.4820031298904537,3.1815336463223787,3.322378716744914,1.1001564945226916,0.13771517996870108,1.704225352112676,1.9796557120500782
anderdw01,1982,1982,Dwight Anthony Anderson,G,0,75.0,175.0,USC,12/28/1960,0000-00-00,B,,5,0,33,21,0,2,2,3,1,0,5,7,14,7,10,7,0,0,14,0,0.5,0.7,,1,5.0,6.6,4.2,0.0,0.4,0.4,0.6,0.2,0.0,1.0,1.4
anderer01,1992,1993,Eric Walfred Anderson,F,0,81.0,220.0,Indiana,5/26/1970,0000-00-00,W,,29,0,89,44,12,20,32,5,3,2,8,25,37,13,27,16,2,2,26,6,0.35135135135135137,0.5925925925925926,1.0,2,14.5,3.0689655172413794,1.5172413793103448,0.41379310344827586,0.6896551724137931,1.103448275862069,0.1724137931034483,0.10344827586206896,0.06896551724137931,0.27586206896551724,0.8620689655172413
andergr01,1987,1997,Gregory Wayne Anderson,F-C,0,82.0,230.0,Houston,6/22/1964,0000-00-00,B,,697,0,14313,5030,1447,2868,4315,390,487,603,945,1785,4155,2042,1699,944,23,2,4084,6,0.4914560770156438,0.5556209535020601,0.08695652173913043,11,63.36363636363637,20.535150645624103,7.216642754662841,2.0760401721664277,4.114777618364419,6.190817790530846,0.5595408895265424,0.6987087517934003,0.8651362984218077,1.3558106169296986,2.5609756097560976
anderja01,2010,2011,James Lee Anderson,G,0,78.0,215.0,Oklahoma State,3/25/1989,0000-00-00,B,,85,4,920,295,18,89,107,62,12,8,43,60,264,101,72,54,118,39,202,117,0.38257575757575757,0.75,0.3305084745762712,2,42.5,10.823529411764707,3.4705882352941178,0.21176470588235294,1.0470588235294118,1.2588235294117647,0.7294117647058823,0.1411764705882353,0.09411764705882353,0.5058823529411764,0.7058823529411765
anderje01,1975,1976,Jerome Anderson,G,0,77.0,195.0,West Virginia,10/9/1953,8/1/2009,B,,53,0,295,129,14,12,26,17,9,5,0,52,107,52,36,25,0,0,104,0,0.48598130841121495,0.6944444444444444,,2,26.5,5.566037735849057,2.4339622641509435,0.2641509433962264,0.22641509433962265,0.49056603773584906,0.32075471698113206,0.16981132075471697,0.09433962264150944,0.0,0.9811320754716981
anderjj01,1982,1984,Mitchell Keith Anderson,F,0,80.0,195.0,Bradley,9/23/1960,0000-00-00,B,,157,0,1970,751,186,253,439,110,107,39,131,251,658,306,249,139,9,0,612,0,0.46504559270516715,0.5582329317269076,0.0,3,52.333333333333336,12.547770700636942,4.7834394904458595,1.1847133757961783,1.6114649681528663,2.7961783439490446,0.7006369426751592,0.6815286624203821,0.2484076433121019,0.8343949044585988,1.5987261146496816
anderke01,1991,2004,Kenneth Anderson,G,0,72.0,168.0,Georgia Tech,10/9/1970,0000-00-00,B,,894,0,26872,11135,688,2038,2726,5331,1300,112,1827,2063,9837,4134,2926,2312,1609,555,8268,1665,0.42025007624275695,0.7901572112098428,0.3449347420758235,14,63.857142857142854,30.058165548098433,12.455257270693512,0.7695749440715883,2.279642058165548,3.0492170022371363,5.9630872483221475,1.45413870246085,0.12527964205816555,2.0436241610738257,2.307606263982103
