playerID,Starting Year,Last Year,Full Name,pos,MVP,height,weight,college,birthDate,deathDate,race,Year Inducted,Total GP,Total GS,Total Minutes,Total Points,Total Off. Rebounds,Total Def. Rebounds,Total Rebounds,Total Assists,Total Steals,Total Blocks,Total Turnovers,Total PF,Total FG Attempted,Total FG Made,Total FT Attempted,Total FT Made,Total Three Attempted,Total Three Made,Total FG Points,Total Three Made Points,Total FG %,Total FT %,Total Three %,Years Played,GP per Year,Minutes per Game,Points per Game,O. Rebounds per Game,D. Rebounds per Game,Rebounds per Game,Assists per Game,Steals per Game,Blocks per Game,Turnovers per Game,PF per Game
ackeral01,2005,2008,Alex Acker,G,0,77.0,185.0,Pepperdine,1/21/1983,0000-00-00,B,,30,0,234,81,9,20,29,16,6,4,11,13,92,34,10,5,25,8,68,24,0.3695652173913043,0.5,0.32,4,7.5,7.8,2.7,0.3,0.6666666666666666,0.9666666666666667,0.5333333333333333,0.2,0.13333333333333333,0.36666666666666664,0.43333333333333335
ackerdo01,1953,1953,Donald D. Ackerman,G,0,72.0,183.0,LIU,9/4/1930,7/9/2011,W,,32,0,240,45,0,0,19,24,0,0,0,50,66,15,28,15,0,0,30,0,0.22727272727272727,0.5357142857142857,,1,32.0,7.5,1.40625,0.0,0.0,0.59375,0.75,0.0,0.0,0.0,1.5625
acresma01,1987,1992,Mark Richard Acres,F-C,0,83.0,220.0,Oral Roberts,11/15/1962,0000-00-00,W,,394,0,6142,1380,595,967,1562,182,138,105,241,965,1043,528,481,317,15,7,1056,21,0.5062320230105465,0.659043659043659,0.4666666666666667,6,65.66666666666667,15.588832487309645,3.50253807106599,1.5101522842639594,2.454314720812183,3.964467005076142,0.4619289340101523,0.350253807106599,0.26649746192893403,0.6116751269035533,2.449238578680203
actonbu01,1967,1967,Charles R. Acton,F,0,78.0,210.0,Hillsdale (MI),1/11/1942,0000-00-00,W,,23,0,195,77,0,0,47,11,0,0,0,35,74,29,29,19,0,0,58,0,0.3918918918918919,0.6551724137931034,,1,23.0,8.478260869565217,3.347826086956522,0.0,0.0,2.0434782608695654,0.4782608695652174,0.0,0.0,0.0,1.5217391304347827
adamsal01,1975,1987,Alvan Leigh Adams,C-F,0,81.0,210.0,Oklahoma,7/19/1954,0000-00-00,W,,1066,0,29491,14986,2184,5341,7525,4332,1377,880,2348,3465,12394,6149,3416,2686,15,2,12298,6,0.4961271583024044,0.7862997658079626,0.13333333333333333,13,82.0,27.665103189493433,14.058161350844278,2.048780487804878,5.01031894934334,7.059099437148218,4.063789868667917,1.2917448405253282,0.8255159474671669,2.202626641651032,3.25046904315197
adamsdo01,1970,1976,Donald L. Adams,F,0,78.0,210.0,Northwestern,11/27/1947,0000-00-00,B,,555,0,14341,4844,466,1051,3079,1102,359,76,107,1815,4782,1921,1357,1002,3,0,3842,0,0.40171476369719783,0.7383935151068534,0.0,7,79.28571428571429,25.83963963963964,8.727927927927928,0.8396396396396396,1.8936936936936937,5.5477477477477475,1.9855855855855855,0.6468468468468469,0.13693693693693693,0.1927927927927928,3.27027027027027
adamsge01,1972,1974,George Adams,F-G,0,77.0,210.0,Gardner-Webb,5/15/1949,0000-00-00,B,,224,0,4087,1732,329,578,907,332,92,63,308,386,1506,750,288,228,17,4,1500,12,0.49800796812749004,0.7916666666666666,0.23529411764705882,3,74.66666666666667,18.245535714285715,7.732142857142857,1.46875,2.580357142857143,4.049107142857143,1.4821428571428572,0.4107142857142857,0.28125,1.375,1.7232142857142858
adamsha01,2006,2008,Hassan Olawale Adams,G,0,76.0,220.0,Arizona,6/20/1984,0000-00-00,B,,78,0,557,187,36,49,85,14,18,5,26,54,150,80,42,27,1,0,160,0,0.5333333333333333,0.6428571428571429,0.0,3,26.0,7.141025641025641,2.3974358974358974,0.46153846153846156,0.6282051282051282,1.0897435897435896,0.1794871794871795,0.23076923076923078,0.0641025641025641,0.3333333333333333,0.6923076923076923
adamsja01,1961,1961,Jack Adams,F,0,76.0,185.0,Eastern Kentucky,9/27/1934,0000-00-00,W,,85,0,2402,1165,0,0,474,166,0,0,0,274,775,331,588,491,36,12,662,36,0.4270967741935484,0.8350340136054422,0.3333333333333333,1,85.0,28.258823529411764,13.705882352941176,0.0,0.0,5.576470588235294,1.9529411764705882,0.0,0.0,0.0,3.223529411764706
adamsmi01,1985,1995,Michael Adams,G,0,70.0,162.0,Boston College,1/19/1963,0000-00-00,B,,673,0,21125,9877,430,1537,1967,4312,1113,69,1446,1234,8079,3342,2603,2209,2964,984,6684,2952,0.4136650575566283,0.8486361890126777,0.3319838056680162,11,61.18181818181818,31.38930163447251,14.676077265973253,0.6389301634472511,2.2838038632986626,2.9227340267459136,6.407132243684993,1.6537890044576522,0.1025260029717682,2.148588410104012,1.8335809806835066
adamsne01,1942,1942,Howard O'Neale Adams,F-C,0,75.0,195.0,Arkansas,1/21/1919,10/27/1998,W,,13,0,0,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,8,0,inf,inf,,1,13.0,0.0,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adamsra01,1937,1940,Raymond Adams,F-C,0,74.0,185.0,DePaul,0000-00-00,0000-00-00,W,,67,0,0,261,0,0,0,0,0,0,0,55,0,100,23,61,0,0,200,0,inf,2.652173913043478,,4,16.75,0.0,3.8955223880597014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8208955223880597
adamssp01,1938,1939,Glenn Reed Adams,F,0,73.0,185.0,Marquette,4/4/1917,3/31/2011,W,,30,0,0,132,0,0,0,0,0,0,0,59,0,48,58,36,0,0,96,0,inf,0.6206896551724138,,2,15.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9666666666666666
adamswi01,1937,1937,Willie Adams,F,0,71.0,160.0,,0000-00-00,0000-00-00,W,,16,0,0,58,0,0,0,0,0,0,0,0,0,21,0,16,0,0,42,0,inf,inf,,1,16.0,0.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
addisra01,1986,1996,Rafael Addison,F-G,0,79.0,215.0,Syracuse,7/22/1964,0000-00-00,B,,385,0,5759,2208,265,521,786,345,151,83,281,674,2075,929,362,280,247,70,1858,210,0.447710843373494,0.7734806629834254,0.2834008097165992,11,35.0,14.958441558441558,5.735064935064935,0.6883116883116883,1.3532467532467531,2.0415584415584416,0.8961038961038961,0.3922077922077922,0.21558441558441557,0.7298701298701299,1.7506493506493506
adelmri01,1968,1974,Richard Leonard Adelman,G,0,73.0,175.0,Loyola (CA),6/16/1946,0000-00-00,W,,483,0,10756,3700,43,133,1156,1645,114,9,0,1022,3426,1424,1202,852,0,0,2848,0,0.4156450671336836,0.7088186356073212,,7,69.0,22.269151138716357,7.6604554865424435,0.08902691511387163,0.2753623188405797,2.393374741200828,3.4057971014492754,0.2360248447204969,0.018633540372670808,0.0,2.1159420289855073
adrieje01,2010,2011,Jeff Adrien,F,0,79.0,243.0,Connecticut,2/10/1986,0000-00-00,B,,31,0,259,78,28,52,80,11,4,7,11,41,70,30,31,18,0,0,60,0,0.42857142857142855,0.5806451612903226,,2,15.5,8.35483870967742,2.5161290322580645,0.9032258064516129,1.6774193548387097,2.5806451612903225,0.3548387096774194,0.12903225806451613,0.22580645161290322,0.3548387096774194,1.3225806451612903
afflaar01,2007,2011,Arron Agustin Afflalo,G,0,77.0,215.0,UCLA,10/15/1985,0000-00-00,B,,394,147,9435,3377,217,808,1025,591,185,101,327,798,2631,1222,705,564,931,369,2444,1107,0.4644621816799696,0.8,0.3963480128893663,5,78.8,23.946700507614214,8.571065989847716,0.550761421319797,2.050761421319797,2.6015228426395938,1.5,0.46954314720812185,0.2563451776649746,0.8299492385786802,2.0253807106598987
agerma01,2006,2010,Maurice Darnell Ager,G,0,77.0,202.0,Michigan State,2/9/1984,0000-00-00,B,,85,0,527,184,9,40,49,19,6,6,29,68,198,69,59,33,47,13,138,39,0.3484848484848485,0.559322033898305,0.2765957446808511,5,17.0,6.2,2.164705882352941,0.10588235294117647,0.47058823529411764,0.5764705882352941,0.2235294117647059,0.07058823529411765,0.07058823529411765,0.3411764705882353,0.8
aguirma01,1981,1993,Mark Anthony Aguirre,F-G,0,78.0,232.0,DePaul,12/10/1959,0000-00-00,B,,1025,0,30688,20205,1885,3230,5115,3135,759,318,2504,2879,16300,7897,5361,3974,1400,437,15794,1311,0.484478527607362,0.7412796120126842,0.31214285714285717,13,78.84615384615384,29.939512195121953,19.71219512195122,1.8390243902439025,3.151219512195122,4.990243902439024,3.0585365853658537,0.7404878048780488,0.3102439024390244,2.4429268292682926,2.808780487804878
ahearbl01,2007,2011,Daniel Blake Ahearn,G,0,74.0,190.0,SW Missouri State,5/27/1984,0000-00-00,W,,20,0,215,88,0,18,18,20,7,0,23,23,73,22,31,30,42,14,44,42,0.3013698630136986,0.967741935483871,0.3333333333333333,5,4.0,10.75,4.4,0.0,0.9,0.9,1.0,0.35,0.0,1.15,1.15
ahearja01,1940,1940,John Ahearn,G,0,74.0,185.0,St. John's (NY),0000-00-00,0000-00-00,W,,18,0,0,87,0,0,0,0,0,0,0,38,0,35,27,17,0,0,70,0,inf,0.6296296296296297,,1,18.0,0.0,4.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.111111111111111
aingeda01,1981,1994,Daniel Ray Ainge,G-F,0,76.0,175.0,Brigham Young,3/17/1959,0000-00-00,W,,1235,0,32793,13866,815,2396,3211,4855,1305,150,1823,3082,11476,5360,2337,1972,3083,1174,10720,3522,0.4670616939700244,0.8438168592212237,0.3807979240999027,14,88.21428571428571,26.553036437246963,11.22753036437247,0.659919028340081,1.940080971659919,2.6,3.931174089068826,1.05668016194332,0.1214574898785425,1.4761133603238867,2.4955465587044534
aitchma01,1967,1967,Matthew Alexander Aitch,F,0,79.0,230.0,Michigan State,9/21/1944,4/4/2007,B,,47,0,641,256,0,0,160,18,0,0,38,69,251,102,77,52,2,0,204,0,0.4063745019920319,0.6753246753246753,0.0,1,47.0,13.638297872340425,5.446808510638298,0.0,0.0,3.404255319148936,0.3829787234042553,0.0,0.0,0.8085106382978723,1.4680851063829787
ajaxwa01,1947,1947,Warren J. Ajax,F-C,0,74.0,170.0,Minnesota,5/12/1921,12/19/2004,W,,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,,0.5,,1,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
ajincal01,2008,2010,Alexis Ajinca,C,0,84.0,220.0,none,5/6/1988,0000-00-00,B,,71,2,551,223,27,85,112,13,19,26,32,112,212,89,47,33,36,12,178,36,0.419811320754717,0.7021276595744681,0.3333333333333333,3,23.666666666666668,7.76056338028169,3.140845070422535,0.38028169014084506,1.1971830985915493,1.5774647887323943,0.18309859154929578,0.2676056338028169,0.36619718309859156,0.4507042253521127,1.5774647887323943
akinhe01,1966,1968,Henry T. Akin,C-F,0,82.0,225.0,Morehead State,7/31/1944,0000-00-00,W,,90,0,753,311,0,4,189,40,0,0,4,133,378,131,73,49,2,0,262,0,0.34656084656084657,0.6712328767123288,0.0,3,30.0,8.366666666666667,3.4555555555555557,0.0,0.044444444444444446,2.1,0.4444444444444444,0.0,0.0,0.044444444444444446,1.4777777777777779
alabiso01,2010,2011,Makafan Solomon Alabi,C,0,85.0,251.0,Florida State,3/21/1988,0000-00-00,B,,26,0,181,39,22,39,61,5,4,11,8,16,51,16,10,7,0,0,32,0,0.3137254901960784,0.7,,2,13.0,6.961538461538462,1.5,0.8461538461538461,1.5,2.3461538461538463,0.19230769230769232,0.15384615384615385,0.4230769230769231,0.3076923076923077,0.6153846153846154
alarima01,1986,1990,Mark Steven Alarie,F,0,80.0,217.0,Duke,12/11/1963,0000-00-00,W,,329,0,5545,2455,438,688,1126,364,134,111,313,721,2201,1047,420,326,137,35,2094,105,0.4756928668786915,0.7761904761904762,0.25547445255474455,5,65.8,16.854103343465045,7.462006079027356,1.331306990881459,2.0911854103343464,3.4224924012158056,1.1063829787234043,0.4072948328267477,0.3373860182370821,0.9513677811550152,2.1914893617021276
alcorga01,1959,1960,Gary R. Alcorn,C,0,81.0,225.0,Fresno State,10/8/1936,11/29/2006,W,,78,0,844,261,0,0,329,24,0,0,0,170,352,103,92,55,0,0,206,0,0.29261363636363635,0.5978260869565217,,2,39.0,10.820512820512821,3.3461538461538463,0.0,0.0,4.217948717948718,0.3076923076923077,0.0,0.0,0.0,2.1794871794871793
aldrico01,2010,2011,Cole David Aldrich,C,0,83.0,245.0,Kansas,10/31/1988,0000-00-00,W,,49,0,339,85,31,65,96,7,13,23,17,55,66,34,22,17,0,0,68,0,0.5151515151515151,0.7727272727272727,,2,24.5,6.918367346938775,1.7346938775510203,0.6326530612244898,1.3265306122448979,1.9591836734693877,0.14285714285714285,0.2653061224489796,0.46938775510204084,0.3469387755102041,1.1224489795918366
aldrila01,2006,2011,LaMarcus Nurae Aldridge,F,0,83.0,240.0,Texas,7/19/1985,0000-00-00,B,,452,154,15901,8094,1251,2143,3394,796,372,462,688,1288,6722,3316,1857,1441,93,21,6632,63,0.49330556382029156,0.7759827679052235,0.22580645161290322,6,75.33333333333333,35.17920353982301,17.9070796460177,2.767699115044248,4.741150442477876,7.508849557522124,1.761061946902655,0.8230088495575221,1.0221238938053097,1.5221238938053097,2.849557522123894
aleksch01,1984,1984,Charles Aleksinas,C,0,83.0,260.0,Connecticut,2/26/1959,0000-00-00,W,,74,0,1114,377,87,183,270,36,15,15,72,171,337,161,75,55,1,0,322,0,0.47774480712166173,0.7333333333333333,0.0,1,74.0,15.054054054054054,5.094594594594595,1.1756756756756757,2.472972972972973,3.6486486486486487,0.4864864864864865,0.20270270270270271,0.20270270270270271,0.972972972972973,2.310810810810811
alexaco01,1995,2004,Cory Lynn Alexander,G,0,73.0,185.0,Virginia,6/22/1973,0000-00-00,B,,316,0,4917,1703,82,408,490,843,265,37,473,522,1532,597,359,271,674,238,1194,714,0.389686684073107,0.754874651810585,0.35311572700296734,10,31.6,15.560126582278482,5.389240506329114,0.25949367088607594,1.2911392405063291,1.5506329113924051,2.6677215189873418,0.8386075949367089,0.11708860759493671,1.4968354430379747,1.6518987341772151
alexaco02,2000,2002,Courtney Jason Alexander,G,0,77.0,205.0,Fresno State,4/27/1977,0000-00-00,B,,192,0,4106,1708,126,287,413,228,113,18,204,383,1568,662,421,342,122,42,1324,126,0.4221938775510204,0.8123515439429929,0.3442622950819672,3,64.0,21.385416666666668,8.895833333333334,0.65625,1.4947916666666667,2.1510416666666665,1.1875,0.5885416666666666,0.09375,1.0625,1.9947916666666667
alexaga01,1993,1993,Gary R. Alexander,F,0,79.0,240.0,Jacksonville,11/1/1969,0000-00-00,B,,11,0,55,19,7,8,15,2,3,0,8,10,14,8,9,3,0,0,16,0,0.5714285714285714,0.3333333333333333,,1,11.0,5.0,1.7272727272727273,0.6363636363636364,0.7272727272727273,1.3636363636363635,0.18181818181818182,0.2727272727272727,0.0,0.7272727272727273,0.9090909090909091
alexajo01,2008,2009,Joe Anthony Alexander,F,0,80.0,230.0,West Virginia,12/26/1986,0000-00-00,W,,67,0,746,282,46,74,120,44,16,30,52,116,251,103,86,60,47,16,206,48,0.4103585657370518,0.6976744186046512,0.3404255319148936,2,33.5,11.134328358208956,4.208955223880597,0.6865671641791045,1.1044776119402986,1.791044776119403,0.6567164179104478,0.23880597014925373,0.44776119402985076,0.7761194029850746,1.7313432835820894
alexame01,1938,1938,Merle Alexander,C-F,0,78.0,185.0,none,9/2/1907,2/2/1987,W,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alexavi01,1991,2001,Victor Joe Alexander,C-F,0,81.0,265.0,Iowa State,8/31/1969,0000-00-00,B,,291,0,5782,2549,447,944,1391,258,137,177,380,721,2132,1104,509,323,63,18,2208,54,0.5178236397748592,0.6345776031434185,0.2857142857142857,11,26.454545454545453,19.869415807560138,8.759450171821307,1.5360824742268042,3.2439862542955327,4.780068728522337,0.8865979381443299,0.47079037800687284,0.6082474226804123,1.3058419243986255,2.47766323024055
alforst01,1987,1990,Stephen Todd Alford,G,0,74.0,183.0,Indiana,11/23/1964,0000-00-00,W,,182,0,1747,798,29,124,153,191,88,10,94,124,682,311,155,135,125,41,622,123,0.4560117302052786,0.8709677419354839,0.328,4,45.5,9.598901098901099,4.384615384615385,0.15934065934065933,0.6813186813186813,0.8406593406593407,1.0494505494505495,0.4835164835164835,0.054945054945054944,0.5164835164835165,0.6813186813186813
alixlo01,1962,1962,Lou Alix,C,0,81.0,210.0,Miami (FL),0000-00-00,0000-00-00,W,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allaija01,1961,1961,Jack Allain,C,0,80.0,250.0,Idaho State,12/9/1934,0000-00-00,W,,17,0,101,25,0,0,38,5,0,0,0,39,23,10,11,5,0,0,20,0,0.43478260869565216,0.45454545454545453,,1,17.0,5.9411764705882355,1.4705882352941178,0.0,0.0,2.235294117647059,0.29411764705882354,0.0,0.0,0.0,2.2941176470588234
allenbi01,1967,1967,Bill Allen,C-F,0,80.0,205.0,New Mexico State,0000-00-00,0000-00-00,B,,38,0,857,300,0,0,269,23,0,0,38,121,280,120,99,58,2,2,240,6,0.42857142857142855,0.5858585858585859,1.0,1,38.0,22.55263157894737,7.894736842105263,0.0,0.0,7.078947368421052,0.6052631578947368,0.0,0.0,1.0,3.1842105263157894
allenbo01,1968,1968,Robert J. Allen,F,0,81.0,205.0,Marshall,7/17/1946,0000-00-00,W,,30,0,251,52,0,0,62,10,0,0,0,29,47,14,43,24,0,0,28,0,0.2978723404255319,0.5581395348837209,,1,30.0,8.366666666666667,1.7333333333333334,0.0,0.0,2.066666666666667,0.3333333333333333,0.0,0.0,0.0,0.9666666666666667
allenfr01,1950,1950,Francis Allen,C,0,77.0,245.0,Oklahoma A&M,0000-00-00,4/16/1957,W,,20,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,20.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allenje01,1995,1996,Jerome Byron Allen,G,0,76.0,184.0,Pennsylvania,1/28/1973,0000-00-00,B,,117,0,1305,336,30,93,123,201,52,9,103,126,326,114,108,68,126,40,228,120,0.3496932515337423,0.6296296296296297,0.31746031746031744,2,58.5,11.153846153846153,2.871794871794872,0.2564102564102564,0.7948717948717948,1.0512820512820513,1.7179487179487178,0.4444444444444444,0.07692307692307693,0.8803418803418803,1.0769230769230769
allenla01,2011,2011,Lavoy Allen,F,0,81.0,225.0,Temple,2/4/1989,0000-00-00,B,,53,16,860,244,68,162,230,37,23,29,25,103,228,113,26,18,0,0,226,0,0.4956140350877193,0.6923076923076923,,1,53.0,16.22641509433962,4.60377358490566,1.2830188679245282,3.056603773584906,4.339622641509434,0.6981132075471698,0.4339622641509434,0.5471698113207547,0.4716981132075472,1.9433962264150944
allenlu01,1969,1978,Lucius Oliver Allen,G,0,74.0,175.0,UCLA,9/26/1947,0000-00-00,B,,745,0,21319,9913,390,958,2338,3316,617,128,252,1899,8835,4086,2292,1741,0,0,8172,0,0.46247877758913414,0.7595986038394416,,10,74.5,28.616107382550336,13.306040268456377,0.5234899328859061,1.2859060402684563,3.138255033557047,4.451006711409396,0.8281879194630872,0.17181208053691274,0.338255033557047,2.548993288590604
allenma01,2001,2010,Malik Allen,F,0,82.0,255.0,Villanova,6/27/1978,0000-00-00,B,,507,0,7588,2417,489,923,1412,240,136,236,337,949,2458,1077,337,260,17,3,2154,9,0.43816110659072416,0.771513353115727,0.17647058823529413,10,50.7,14.966469428007889,4.767258382642998,0.9644970414201184,1.8205128205128205,2.785009861932939,0.47337278106508873,0.2682445759368836,0.46548323471400394,0.6646942800788954,1.8717948717948718
allenra01,1988,1989,James Randall Allen,F,0,80.0,220.0,Florida State,1/26/1965,0000-00-00,W,,70,0,789,252,52,93,145,23,17,20,30,109,258,114,45,24,8,0,228,0,0.4418604651162791,0.5333333333333333,0.0,2,35.0,11.271428571428572,3.6,0.7428571428571429,1.3285714285714285,2.0714285714285716,0.32857142857142857,0.24285714285714285,0.2857142857142857,0.42857142857142855,1.5571428571428572
allenra02,1996,2011,Walter Ray Allen,G,0,77.0,205.0,Connecticut,7/20/1975,0000-00-00,B,,1276,179,47329,25271,1279,4088,5367,4471,1468,255,2745,2933,19542,8830,5130,4580,7566,3031,17660,9093,0.45184730324429434,0.8927875243664717,0.4006079830822099,16,79.75,37.091692789968654,19.80485893416928,1.0023510971786833,3.2037617554858935,4.206112852664577,3.5039184952978055,1.1504702194357366,0.19984326018808776,2.1512539184952977,2.29858934169279
allenre01,1947,1947,Bill Allen,G,0,73.0,180.0,St. John's (NY),0000-00-00,0000-00-00,W,,7,0,0,46,0,0,0,0,0,0,0,15,0,19,14,8,0,0,38,0,inf,0.5714285714285714,,1,7.0,0.0,6.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143
allento01,2004,2011,Anthony Allen,G,0,76.0,213.0,Oklahoma State,1/11/1982,0000-00-00,B,,542,108,10343,3966,470,954,1424,672,650,222,715,1195,3071,1471,1293,956,254,68,2942,204,0.47899706935851516,0.7393658159319412,0.2677165354330709,8,67.75,19.083025830258304,7.317343173431734,0.8671586715867159,1.7601476014760147,2.6273062730627306,1.2398523985239853,1.1992619926199262,0.4095940959409594,1.3191881918819188,2.2047970479704797
allenwi01,1971,1971,Willie Allen,F,0,78.0,230.0,Miami (FL),2/8/1949,0000-00-00,B,,7,0,30,13,4,10,14,4,0,0,6,11,13,4,6,5,0,0,8,0,0.3076923076923077,0.8333333333333334,,1,7.0,4.285714285714286,1.8571428571428572,0.5714285714285714,1.4285714285714286,2.0,0.5714285714285714,0.0,0.0,0.8571428571428571,1.5714285714285714
allisod01,1971,1971,Odis Allison,F,0,78.0,195.0,UNLV,10/2/1949,0000-00-00,B,,36,0,166,67,0,0,45,10,0,0,0,34,78,17,61,33,0,0,34,0,0.21794871794871795,0.5409836065573771,,1,36.0,4.611111111111111,1.8611111111111112,0.0,0.0,1.25,0.2777777777777778,0.0,0.0,0.0,0.9444444444444444
allrela01,2007,2007,Lance Collin Allred,C,0,83.0,250.0,Weber State,2/2/1981,0000-00-00,W,,3,0,10,3,0,1,1,0,0,0,0,1,4,1,2,1,0,0,2,0,0.25,0.5,,1,3.0,3.3333333333333335,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
